Comment,topic_1final,topic_2final,topic_2nd_ratio,sentiment_1final,sentiment_2final
Nothing ,No answer/Nothing,Inspiring Work/Place,9.13251414270042e-05,Nothing,Negative
less drama,Co-Workers/Teamwork,Employee relations,0.040786253583550855,Negative,Positive
Have more people involved in the hiring process.  Group interviews.  Relatives of current employees should not be allowed to work in same area.  ,Staffing and Scheduling,Co-Workers/Teamwork,0.022901114912528664,Negative,Positive
You should listen to the care givers when you ask them about the residents because we care for them and know what they need they are our family ,Inspiring Work/Place,Communication/Support,0.057088502764441953,Negative,Positive
This company makes you feel at home. I have only been working for about 4 months for this company and already feel I've been made an important contributor to our companies success in physical therapy.,Inspiring Work/Place,Co-Workers/Teamwork,0.09726518004531615,Positive,Negative
The residents are the reason i go to work everyday,Inspiring Work/Place,Co-Workers/Teamwork,0.0010293317832065982,Positive,Negative
Involves all team members,Co-Workers/Teamwork,Communication/Support,0.0013119137768294734,Positive,Negative
everything is good,No answer/Nothing,Inspiring Work/Place,0.0022008853593013774,Nothing,Positive
Cant think of anything that should change,No answer/Nothing,Inspiring Work/Place,0.0001392228420895406,Nothing,Negative
GOOD,No answer/Nothing,Inspiring Work/Place,0.0013686580772765535,Nothing,Positive
Company wide reorganization and chain of command. Offer employees a 401K retirement plan.,Benefits,Management Reliability/Integrity,0.006230543682225872,Negative,Positive
N/a,No answer/Nothing,Inspiring Work/Place,0.00011168394997968676,Nothing,Negative
Help some superviser how to speak to other people,Communication/Support,Co-Workers/Teamwork,0.04310646400471433,Negative,Positive
Comraderie,Co-Workers/Teamwork,Inspiring Work/Place,0.003916491811554979,Positive,Negative
The unrealistic expectations often experienced at a for profit organization are not felt here.,Management Reliability/Integrity,Communication/Support,0.03228885265145094,Negative,Positive
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
"Benton House is a great place to work, and has a lot of good employees; however, the Executive Director and Management position should always be revised. A revision from corporate and fellow employers would allow room for trust and growth from every angle. ",Management Reliability/Integrity,Incentives/Growth,0.01029753605113019,Negative,Positive
Resident,Inspiring Work/Place,Co-Workers/Teamwork,0.0016788894431477251,Positive,Negative
Better pay for CNA working day shifts because they work harder than any one and they get less pay than anyone,Incentives/Growth,Inspiring Work/Place,0.0014046338856669978,Negative,Positive
The one thing I would change would be to have sick time instead of having to use our Paid Time Off when we miss work for being ill. ,Benefits,Balancing Personal/Productivity,0.012983488274064042,Negative,Positive
The staff are very diverse,Co-Workers/Teamwork,Communication/Support,0.002546501021969994,Positive,Negative
Weâ€™re the best place to work,No answer/Nothing,Inspiring Work/Place,0.0019378966896727741,Nothing,Positive
I wish the communication was way better.  Communication is the key if we did that more then things wouldn't get out of hand as much.,Communication/Support,Co-Workers/Teamwork,0.0009402923906680061,Negative,Positive
Standardized assessments and innovative ideas,Communication/Support,Inspiring Work/Place,0.0685445420231391,Positive,Negative
Kim Alford is a really kind and approachable manager and I really appreciate her for that.,Management Reliability/Integrity,Co-Workers/Teamwork,0.0017688685568177283,Positive,Negative
nothing,No answer/Nothing,Inspiring Work/Place,9.13251414270042e-05,Nothing,Negative
No,No answer/Nothing,Inspiring Work/Place,0.00010874206932586781,Nothing,Negative
"it would be great to have an onsite mentor program or educational counselor that could advise and help develop a career path, one-on-one with an individual. This would better help align educational fields, development, and the companies resources and investment in its people for a balance return for both employee and company.",Learning & Development,Communication/Support,0.06624524981669365,Negative,Positive
Provide better training in some departments,Learning & Development,Incentives/Growth,0.003472127465067118,Negative,Positive
..,No answer/Nothing,Inspiring Work/Place,0.0002095925564422318,Nothing,Negative
"I would figure a way to encourage management to encourage their employees in every unit in having top knotch communication between management and employees AND the communication between shift to shift. Management could also find a better system at communicating likes and dislikes of new move ins so PCAs have a better understanding of new residents by getting the information from families. When short staffed, it would also help if management had to get on the floor and assist PCAs they would do so and work as an actual team. Empathy from management to understand if emergencies arise with employees who have children that they will be willing to work with you and not shut you down if you needed to take care of that emergency (with PCA understanding that there cannot be an emergency almost always).",Management Reliability/Integrity,Communication/Support,0.009304508828395657,Negative,Positive
To have a little more communication between the different shifts ,Communication/Support,Co-Workers/Teamwork,0.0006262082630366961,Negative,Positive
"Offer CEUs to maintain your professional  licenses. Occasional bonus or raise will be great, but not necessary.  ",Benefits,Incentives/Growth,0.022885402997710493,Negative,Positive
"I like how we get paid, twice per month. I love the quarterly opportunities to get raises. I love my team and my managers.",Incentives/Growth,Benefits,0.007511771595455892,Positive,Negative
"I am confused about who you are referring to as management in your questions.
I am very upset about the perfume chemical emitters in our building.  I am breathing toxic air as well as the patients.
Once again, if management is my boss, that is one thing.  If management is Infinity as a company, that is something else. ",Management Reliability/Integrity,Communication/Support,0.005037364844889055,Negative,Positive
I LOVE that we can come together and pray ,Co-Workers/Teamwork,Inspiring Work/Place,0.010064337526986046,Positive,Negative
Flexible Schedules ,Staffing and Scheduling,Balancing Personal/Productivity,0.0034460838521899848,Positive,Negative
"All upper management including the owners, all seem to sincerley care about their employees.",Management Reliability/Integrity,Co-Workers/Teamwork,0.001924513416325569,Positive,Negative
"For me personally, working in Dining has been an overall has been a great experience. Those whom are higher up in my department always offer help and guidance when needed. ",Co-Workers/Teamwork,Communication/Support,0.051943396581043244,Positive,Negative
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
Getting better staff who will do their job an take good care of our residents ,Staffing and Scheduling,Co-Workers/Teamwork,0.029940517246446825,Negative,Positive
Adequate TABLET training to be the priority in orientation ,Learning & Development,Communication/Support,0.0032005512384288936,Negative,Positive
Better pay and new office staff,Incentives/Growth,Inspiring Work/Place,0.0023953395446295813,Negative,Positive
shift differential would be great!!!,Incentives/Growth,Benefits,0.03834103583354691,Negative,Positive
Stapeley has created a very safe environment where Employees are free to be their best selves.,Co-Workers/Teamwork,Management Reliability/Integrity,0.321701888609051,Positive,Negative
"Staff are nice .And I feel safe here.

",Co-Workers/Teamwork,Inspiring Work/Place,0.000892573961925956,Positive,Negative
To be more informed of what is going on as a whole in the organization as well as my individual community. ,Communication/Support,Inspiring Work/Place,0.004945567511159125,Negative,Positive
Elavator. Too many stairs. ,Supplies/Systems,Inspiring Work/Place,0.08304088085907982,Negative,Positive
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
"They are very flexible if you need time off. With having small children it is very nice to know you dont have to worry if one wakes up sick.
They are very big on promoting within, I have been here less than a year and have already been promoted to field mentor. ",Balancing Personal/Productivity,Staffing and Scheduling,0.06728478031146475,Positive,Negative
