Unnamed: 0,Unnamed: 0.1,Participant ID,Question ID,Comment,Label,Sentiment,Label_encoded,Sentiment_encoded,kfold
1154,278,91598,One Change,Holidays off and guaranteed 40 hours a week I have the opportunity to work around planned and unplanned activities that are important/necessary for me to be focused on.  I feel I can adjust my day to meet the needs of my family and my job.,Balancing Personal/Productivity (including time off),Negative,1,0,3
1048,4841,76179,Unique / Unusual,Management really does do a good job of bringing the staff together for occasions to make us feel more part of a team.,Management Reliability/Integrity,Positive,9,2,3
2668,6580,57587,One Change,JUST HOPEFULLY TO HIRE MORE PEOPLE WHO LOVE THIS TYPE OF WORK - THIS NOT ONLY MAKES COUNTRY MEADOWS CONTINUE TO REMAIN THE FACILITY IT IS - BUT HELPS PRESENT CO-WORKERS FROM TIRING OUT FROM OVERLOAD WORKING LONG EXTRA HOURS.  WE LOVE WHAT WE DO BUT ON OCCASIONS CAN FEEL EXHAUSTION THUS NOT FEELING WE CAN GIVE THE RESIDENTS ALL THE ATTENTION THEY SHOULD HAVE !!!  ,Staffing and Scheduling,Negative,12,0,3
1146,6490,74897,One Change,The two hospice offices be under one roof so we could work more closely together! 0nly that my mother used to live there.,Other,Negative,11,0,3
4288,5587,74459,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,3
300,1754,57403,One Change,Better communication,Communication/Support,Negative,4,0,3
689,304,93447,One Change,"Less workload.  It's not unusual to work into the evenings and weekends to try to keep up with work. More time off. I feel that we don't accrue PTO at a rate even close to competitive with other companies. With a job so rigorously strict about productivity, I feel it is greatly beneficial to have enough time off to decompress. 1.67 hours of PTO accrued PER 2 week pay-period just isn't enough for most people, even at the 1 year mark when it becomes 3.3 hours per pay-period, is still not enough.

I also believe that more of a company-contribution to continuing education would be greatly beneficial for professional development. $500 per year is also less than what our competitors offer.",Balancing Personal/Productivity (including time off),Negative,1,0,3
777,745,56717,Unique / Unusual,Everyone was so nice and friendly and made me feel so comfortable when I started here.,Co-Workers/Teamwork,Positive,3,2,3
164,3136,56414,Unique / Unusual,The residents are the main reason I've stayed here. They make my work experience wonderful.,Inspiring Work/Place; Quality,Positive,7,2,3
3598,884,71568,Unique / Unusual,Everybody is very friendly ,Co-Workers/Teamwork,Positive,3,2,3
5082,206,94311,One Change,do something spechle like enployey of the month so everyone has a time to shine Opportunities need to be given to in house employees first before being offered to outside candidates. ,Appreciation/Recognition,Negative,0,0,3
4299,280,91801,One Change,"That essential employees FEEL the same comfort level when requesting time off as those who do not have to be replaced - understanding of course that their request will place a necessary burden on their supervisor. More time off. I feel that we don't accrue PTO at a rate even close to competitive with other companies. With a job so rigorously strict about productivity, I feel it is greatly beneficial to have enough time off to decompress. 1.67 hours of PTO accrued PER 2 week pay-period just isn't enough for most people, even at the 1 year mark when it becomes 3.3 hours per pay-period, is still not enough.

I also believe that more of a company-contribution to continuing education would be greatly beneficial for professional development. $500 per year is also less than what our competitors offer.",Balancing Personal/Productivity (including time off),Negative,1,0,3
304,3625,76227,One Change,Have people working here who care about the residents ,Inspiring Work/Place; Quality,Negative,7,0,3
3469,277,91537,One Change,Friday off with pay. Weekends off and pay rates.,Balancing Personal/Productivity (including time off),Negative,1,0,3
2709,6456,88513,Unique / Unusual,though have uniform on everyday. they allow us to have fun on Fridays to dress down. and able to dress up for Halloween or any other fun event. Greatness ,Other,Positive,11,2,3
1272,3669,79744,One Change,occupancy,Inspiring Work/Place; Quality,Negative,7,0,3
2628,5684,74978,One Change,nothing,No answer/Nothing,No answer/Nothing,10,1,3
4378,4179,74409,One Change,More hands on training for staff  Hire and train better people.  Pay direct carestaff more than administration ,Learning & Development,Negative,8,0,3
3065,2864,91631,Unique / Unusual,Infinity Rehab has top notch Mission and Values statements and they stand behind them.  They provide extensive opportunities for leadership and growth.  I have an opportunity to do my best work at Infinity.,Incentives/Growth,Positive,6,2,3
1081,103,75329,One Change,More appreciation for the hard work we do. Always praising when a job is well done ,Appreciation/Recognition,Negative,0,0,3
1995,5439,57570,One Change,None,No answer/Nothing,No answer/Nothing,10,1,3
3857,4243,91702,Unique / Unusual,It is great for personal development opportunities Benefits for continuing education. ,Learning & Development,Positive,8,2,3
4718,1081,74947,Unique / Unusual,Home like environment.,Co-Workers/Teamwork,Positive,3,2,3
3793,5920,79884,One Change,nothing,No answer/Nothing,No answer/Nothing,10,1,3
2377,6948,80855,One Change,Supplies increased budgets for more potential resources. ,Supplies/Systems,Negative,13,0,3
5221,2392,57624,One Change,"i would pay people a decent salary bringing in better help. mostly, you get what you pay for. we are seeing that in staffing. when people can get more shuffling around boxes and jobs that you dont even need a high school diploma and getting an equal or higher pay. the responibility and pay need to be equal. ",Incentives/Growth,Negative,6,0,3
3696,6812,92202,One Change,Avamere seems to be a top heavy company and when the budget gets tight it seems they cut the front line- nursing staff. Avamere needs to commit to staffing and training appropriately for the work load so that nurses can actually provide skilled care. ,Staffing and Scheduling,Negative,12,0,3
3266,158,91748,One Change,To make sure they reward the therapists as they are the front line for customer service,Appreciation/Recognition,Negative,0,0,3
5191,3891,91956,Unique / Unusual,Evidence based protocols!,Inspiring Work/Place; Quality,Positive,7,2,3
1016,312,94386,Unique / Unusual,As a part time employee I appreciate the opportunity to accrue PTO I like walking around the Eola park during lunch time. ,Balancing Personal/Productivity (including time off),Positive,1,2,3
1437,118,79748,One Change,"If I could change anything, it would be recognizition. As an employee I also do other additional jobs that the mangers donâ€™t necessarily want to do, on top of my position that I still have to maintain. ",Appreciation/Recognition,Negative,0,0,3
2148,1185,75665,Unique / Unusual,"We are apart of a small family, treat people with respect",Co-Workers/Teamwork,Positive,3,2,3
2299,141,88104,Unique / Unusual,the appreciation and always found the supplies to work,Appreciation/Recognition,Positive,0,2,3
926,744,56713,Unique / Unusual,"The staff and residents make CM an enjoyable place to go each day.  In all the years I have worked here, I have never dreaded going to work.  ",Co-Workers/Teamwork,Positive,3,2,3
2627,1428,91893,One Change,Better work environment. Oregon City Avamere is not a facility I would recommend to family or friends due to Avamere nursing staff. It is a moral dilima for me. ,Co-Workers/Teamwork,Negative,3,0,3
3827,4832,76114,Unique / Unusual,Management is supportive. They have the best interest of pts and employees.,Management Reliability/Integrity,Positive,9,2,3
1279,1270,80334,Unique / Unusual,"I am new to the company so far everyone being nice and treated me nice, I don't have much to say yet. I love the environment it makes you feel welcome and I fell excited to join the company bring a positive attitude to the workplace and be a great team player.",Co-Workers/Teamwork,Positive,3,2,3
2957,72,74145,Unique / Unusual,"We have multiple different incentive programs from a bonus structure for our field staff, to a compliment tracking program that rewards staff whom are routinely acknowledged by patients and peers. The family feel - how much you feel welcome and appreciated",Appreciation/Recognition,Positive,0,2,3
1018,4210,76134,Unique / Unusual,The continuing education provided to ensure our skills are effective for our clients. ,Learning & Development,Positive,8,2,3
849,6892,56536,One Change,"To increase the security of the facility, which the company in currently making efforts in improving.
",Supplies/Systems,Negative,13,0,3
